customer_id,age,region,employment_type,industry,vintage,annual_income,bureau_score,dti,utilization,ltv,ead,lgd_actual,pd_score,default_flag
578,62,West,Business,Manufacturing,2025Q4,71251.0,612.0,35.03,14.01,77.4,46111.0,0.3039,0.44245,0
579,65,South,Business,Healthcare,2025Q2,80181.0,714.0,45.61,88.74,87.02,62492.0,0.486,0.78232,0
580,24,South,Salaried,Healthcare,2025Q3,75545.0,654.0,45.19,14.67,48.62,213945.0,0.3838,0.33635,0
581,31,South,Salaried,Manufacturing,2025Q4,97641.0,635.0,11.17,83.28,62.12,242327.0,0.1675,0.59054,0
582,67,West,Salaried,IT,2025Q3,59509.0,803.0,22.63,76.03,59.48,47397.0,0.3659,0.29876,1
583,35,South,SelfEmployed,Manufacturing,2024Q4,88033.0,759.0,13.71,8.63,75.45,153928.0,0.5321,0.0987,0
584,50,South,SelfEmployed,Construction,2024Q4,88159.0,677.0,44.14,6.97,50.05,81724.0,0.2946,0.2565,0
585,44,East,Salaried,Manufacturing,2025Q1,89594.0,701.0,48.72,53.09,92.43,468905.0,0.3038,0.66074,0
586,22,North,Salaried,Healthcare,2025Q4,54440.0,693.0,19.58,94.75,80.07,45646.0,0.4258,0.67191,0
587,63,North,Salaried,Healthcare,2025Q1,86180.0,648.0,29.98,84.09,92.53,232068.0,0.2474,0.78667,0
588,54,North,Salaried,Construction,2025Q4,124232.0,680.0,29.79,32.9,55.26,48551.0,0.2083,0.31066,0
589,43,North,Business,Construction,2025Q3,68576.0,753.0,59.19,39.77,72.32,34491.0,0.1622,0.48245,0
590,51,North,Salaried,Retail,2025Q4,86493.0,679.0,21.68,39.91,80.27,59141.0,0.4316,0.38255,0
591,57,North,Salaried,IT,2024Q4,33949.0,736.0,42.9,71.08,79.1,23193.0,0.4543,0.61449,0
592,33,East,Salaried,IT,2025Q3,86322.0,679.0,56.98,35.7,41.17,38113.0,0.2798,0.47128,0
593,53,North,Salaried,IT,2024Q4,85414.0,645.0,59.77,18.3,94.91,58449.0,0.2114,0.64918,0
594,27,South,Business,Transport,2025Q3,82912.0,776.0,49.99,72.24,91.04,61257.0,0.4544,0.63782,0
595,52,West,Salaried,Healthcare,2025Q4,98259.0,593.0,27.97,46.22,46.59,138898.0,0.3349,0.51271,0
596,27,South,Salaried,IT,2025Q4,73024.0,808.0,59.38,11.91,69.9,130001.0,0.1092,0.22483,1
597,62,East,Salaried,Retail,2024Q4,109410.0,765.0,54.53,76.1,57.3,71333.0,0.3946,0.59362,0
598,58,North,Salaried,Retail,2025Q2,57922.0,720.0,52.27,57.68,88.34,21676.0,0.385,0.66255,0
599,64,North,Salaried,IT,2025Q4,116082.0,685.0,14.04,49.04,78.36,16408.0,0.5166,0.3633,0
600,33,North,SelfEmployed,Construction,2025Q2,85316.0,690.0,12.6,65.6,52.29,50466.0,0.4507,0.35074,1
601,44,North,Salaried,Retail,2025Q3,78209.0,721.0,51.72,50.48,41.86,40747.0,0.4575,0.44339,0
602,48,South,Salaried,Construction,2025Q2,44205.0,720.0,66.69,63.36,56.05,48329.0,0.2447,0.68221,0
603,52,North,Salaried,Healthcare,2024Q4,52258.0,657.0,56.42,83.07,42.1,227615.0,0.1877,0.77609,0
604,63,North,Salaried,Transport,2025Q1,88771.0,714.0,59.89,60.22,47.77,47805.0,0.4115,0.60081,1
605,38,North,Salaried,Retail,2025Q1,62080.0,724.0,42.7,64.36,74.99,39903.0,0.3522,0.57958,0
606,54,South,Salaried,Construction,2024Q4,104876.0,693.0,28.28,60.25,80.98,72952.0,0.4276,0.53032,0
607,68,North,SelfEmployed,IT,2025Q1,87186.0,833.0,50.66,52.81,65.74,50822.0,0.3651,0.32321,0
608,54,South,SelfEmployed,Healthcare,2024Q4,44375.0,703.0,52.72,20.48,73.02,111072.0,0.5234,0.41767,0
609,58,South,Salaried,Manufacturing,2025Q4,99027.0,613.0,50.52,35.21,48.57,86846.0,0.2983,0.57942,0
610,21,East,Salaried,Manufacturing,2025Q2,75940.0,654.0,66.8,67.38,57.42,267681.0,0.355,0.80447,0
611,63,North,Salaried,IT,2025Q1,78856.0,749.0,32.03,43.29,79.21,59618.0,0.274,0.34115,0
612,62,West,Salaried,Healthcare,2025Q4,106115.0,670.0,12.38,41.55,60.07,282569.0,0.245,0.2787,0
613,51,East,SelfEmployed,Healthcare,2025Q1,45143.0,655.0,64.51,73.33,59.18,119197.0,0.509,0.81959,0
614,21,North,Salaried,Healthcare,2025Q3,51884.0,787.0,19.63,5.5,50.67,106019.0,0.3364,0.06253,0
615,36,West,Salaried,Healthcare,2024Q4,88139.0,719.0,51.84,66.11,72.72,18181.0,0.6458,0.65564,0
616,59,West,SelfEmployed,Manufacturing,2024Q4,37531.0,677.0,62.39,49.03,84.52,16359.0,0.1888,0.74076,0
617,35,North,SelfEmployed,Construction,2025Q4,64821.0,558.0,28.61,38.91,65.82,23695.0,0.3617,0.61219,0
618,53,South,Salaried,Healthcare,2025Q3,104461.0,744.0,59.82,35.65,46.35,84923.0,0.3693,0.38422,0
619,43,West,Salaried,Construction,2025Q2,77282.0,711.0,29.92,20.56,86.11,123991.0,0.4996,0.29246,0
620,61,East,Salaried,Healthcare,2025Q3,45639.0,782.0,57.66,35.08,43.93,106319.0,0.2442,0.29179,0
621,54,North,Salaried,Retail,2025Q3,84727.0,650.0,14.19,40.23,65.95,75091.0,0.2785,0.33675,0
622,37,North,Business,Transport,2025Q2,69878.0,689.0,49.31,44.37,54.36,137634.0,0.1802,0.49708,0
623,45,South,SelfEmployed,Retail,2025Q2,62443.0,726.0,50.63,65.51,91.5,168739.0,0.5258,0.69373,0
624,62,South,SelfEmployed,Transport,2025Q3,168911.0,779.0,39.49,45.82,80.56,58934.0,0.1434,0.35571,0
625,26,East,Salaried,Retail,2025Q1,94371.0,724.0,51.23,76.67,71.15,108091.0,0.3645,0.69571,1
626,51,South,SelfEmployed,Healthcare,2025Q1,72913.0,671.0,65.39,62.58,76.73,95684.0,0.6497,0.8035,0
627,25,South,Salaried,Construction,2025Q3,102458.0,781.0,54.03,22.06,69.3,128596.0,0.4865,0.28111,0
628,60,East,Salaried,Transport,2025Q1,72725.0,693.0,67.68,29.95,48.12,91979.0,0.4978,0.51453,0
629,60,North,Salaried,Manufacturing,2025Q2,67047.0,720.0,36.92,12.13,79.0,87979.0,0.5556,0.25666,0
630,50,South,Salaried,IT,2025Q2,87486.0,751.0,41.7,90.11,67.1,47903.0,0.3708,0.64565,0
631,25,East,SelfEmployed,Transport,2025Q1,92717.0,796.0,25.82,84.79,74.89,84453.0,0.37,0.43782,0
632,32,West,Salaried,Transport,2025Q2,103144.0,730.0,69.14,12.63,42.49,57653.0,0.3496,0.32846,0
633,27,South,Salaried,Manufacturing,2024Q4,115592.0,850.0,13.31,56.67,47.81,34603.0,0.3407,0.10276,0
634,65,South,Salaried,Healthcare,2025Q2,109688.0,705.0,31.52,91.44,72.42,90219.0,0.2765,0.68504,0
635,33,North,Salaried,Retail,2025Q3,101414.0,726.0,27.86,72.24,65.27,35748.0,0.5159,0.47796,0
636,69,South,Salaried,Retail,2025Q4,103982.0,676.0,33.19,49.26,52.48,70961.0,0.2868,0.42719,0
637,24,South,Salaried,Construction,2025Q1,109618.0,728.0,65.06,26.7,53.24,56590.0,0.3161,0.42459,0
638,62,North,SelfEmployed,Healthcare,2025Q1,97746.0,726.0,32.08,30.11,74.74,49333.0,0.1911,0.29435,0
639,23,South,Salaried,Manufacturing,2025Q2,40365.0,768.0,65.02,71.26,43.24,195581.0,0.4496,0.58434,0
640,32,South,Salaried,Healthcare,2025Q2,92441.0,734.0,35.4,75.25,63.88,230222.0,0.5411,0.53145,0
641,21,North,Salaried,Healthcare,2025Q4,114424.0,681.0,61.29,52.58,68.77,59409.0,0.0823,0.69777,0
642,47,South,SelfEmployed,Retail,2025Q4,59930.0,724.0,41.31,15.89,56.95,146993.0,0.5357,0.23106,0
643,63,North,Salaried,Manufacturing,2025Q3,70199.0,673.0,28.68,89.05,85.13,24173.0,0.4386,0.74639,0
644,33,South,Salaried,IT,2024Q4,78497.0,740.0,36.96,81.03,43.12,31980.0,0.5024,0.4899,0
645,37,North,Salaried,Transport,2025Q3,84753.0,679.0,35.46,17.65,87.62,70069.0,0.3948,0.37412,0
646,28,West,Salaried,Retail,2025Q1,66122.0,633.0,25.59,10.11,79.78,34661.0,0.4221,0.32132,0
647,52,East,Salaried,Manufacturing,2025Q2,81432.0,648.0,27.38,53.23,64.54,95125.0,0.3899,0.50936,0
648,40,East,SelfEmployed,Construction,2025Q3,92831.0,645.0,21.19,30.57,90.85,89436.0,0.2301,0.42547,0
649,37,West,Salaried,Transport,2025Q2,29743.0,681.0,30.16,30.49,78.62,70742.0,0.3355,0.37726,0
650,54,South,Salaried,Transport,2025Q2,81869.0,663.0,47.46,12.85,91.21,383480.0,0.2912,0.47654,1
651,55,North,SelfEmployed,Retail,2025Q3,70436.0,709.0,33.19,90.8,65.99,94619.0,0.4803,0.66497,0
652,55,South,Salaried,Construction,2025Q3,37328.0,688.0,52.74,79.71,64.91,109450.0,0.3177,0.7579,0
653,58,East,Salaried,Retail,2025Q4,94105.0,738.0,69.22,15.25,69.19,102733.0,0.4086,0.42273,0
654,62,East,Salaried,Healthcare,2024Q4,87782.0,731.0,32.63,83.89,43.6,38922.0,0.2194,0.49543,0
655,44,South,Salaried,Manufacturing,2025Q4,84123.0,692.0,37.76,66.47,89.97,286408.0,0.5711,0.66961,1
656,38,North,Salaried,Construction,2024Q4,95262.0,778.0,19.85,34.29,76.72,27372.0,0.3813,0.179,0
657,66,South,Salaried,Transport,2025Q3,88031.0,659.0,33.53,83.41,73.97,89282.0,0.1876,0.73661,0
658,68,South,SelfEmployed,Retail,2024Q4,61553.0,765.0,53.61,58.82,90.96,123135.0,0.4712,0.60357,0
659,59,East,Business,Transport,2025Q1,98075.0,719.0,23.04,81.38,94.65,145590.0,0.3801,0.62173,0
660,53,East,Salaried,Construction,2025Q4,102356.0,688.0,20.92,47.23,48.99,58815.0,0.4449,0.29669,0
661,69,South,Salaried,Transport,2025Q4,52855.0,772.0,32.58,50.06,81.19,123061.0,0.7279,0.34749,0
662,43,West,Salaried,Retail,2025Q4,102013.0,741.0,59.12,31.19,71.9,35108.0,0.4875,0.45181,0
663,45,East,SelfEmployed,Retail,2025Q2,72912.0,651.0,47.42,39.89,65.35,235462.0,0.4813,0.57285,1
664,57,North,Salaried,IT,2025Q2,95321.0,730.0,67.45,56.1,93.77,65247.0,0.3074,0.74885,0
665,47,North,Salaried,Transport,2025Q3,83799.0,730.0,64.27,90.24,86.76,51653.0,0.3629,0.85142,0
666,21,North,SelfEmployed,IT,2025Q3,75699.0,765.0,19.07,59.01,78.32,46795.0,0.3072,0.30979,0
667,41,North,SelfEmployed,IT,2025Q2,93480.0,742.0,12.55,18.26,61.05,90057.0,0.1928,0.1102,0
668,69,North,SelfEmployed,Transport,2025Q4,71672.0,746.0,33.95,5.63,76.63,24196.0,0.2985,0.17358,0
669,30,North,Salaried,Construction,2025Q2,107007.0,686.0,41.32,81.59,69.24,135853.0,0.4862,0.71755,0
670,51,South,SelfEmployed,Healthcare,2024Q4,111118.0,698.0,40.93,37.79,53.72,48148.0,0.3958,0.37537,0
671,64,North,SelfEmployed,Retail,2025Q4,66323.0,696.0,18.05,33.35,64.77,182246.0,0.21,0.24556,1
672,45,West,Salaried,Manufacturing,2025Q2,75819.0,622.0,17.49,77.07,51.67,30647.0,0.3371,0.58657,0
673,40,North,Salaried,IT,2025Q3,70646.0,781.0,12.81,90.08,67.52,80212.0,0.2557,0.37828,0
674,22,South,Salaried,Construction,2025Q2,89381.0,648.0,61.05,72.32,79.61,107766.0,0.4059,0.85148,0
675,68,South,Business,Transport,2025Q1,112751.0,725.0,66.86,20.65,42.02,116256.0,0.2679,0.36681,0
676,35,West,Salaried,Construction,2025Q2,38311.0,692.0,16.94,40.22,82.1,50935.0,0.2834,0.33425,0
677,48,North,Salaried,Construction,2025Q4,44542.0,697.0,22.79,73.35,41.1,30813.0,0.1957,0.41549,0
678,33,South,Salaried,Transport,2025Q2,77912.0,747.0,15.39,86.62,68.45,53111.0,0.5498,0.44423,0
679,34,West,SelfEmployed,Manufacturing,2025Q3,84648.0,667.0,62.65,94.87,71.54,165489.0,0.3437,0.88971,1
680,22,West,Salaried,Transport,2024Q4,56468.0,735.0,67.52,51.04,81.87,316347.0,0.3364,0.67892,0
681,54,West,Salaried,Manufacturing,2025Q1,84519.0,736.0,25.71,79.03,81.86,23482.0,0.39,0.54728,0
682,55,South,Salaried,Transport,2025Q4,61476.0,667.0,28.22,9.2,62.96,43626.0,0.3988,0.22829,0
683,57,North,Business,IT,2025Q3,68831.0,760.0,31.76,30.72,43.65,21749.0,0.2678,0.16725,0
684,45,East,Salaried,Manufacturing,2025Q1,111741.0,785.0,40.15,38.44,78.14,49818.0,0.3784,0.30065,0
685,68,West,Salaried,IT,2025Q2,71422.0,821.0,50.95,92.8,68.1,46792.0,0.3611,0.59846,0
686,35,East,SelfEmployed,Manufacturing,2025Q1,70982.0,696.0,40.26,5.31,58.32,31670.0,0.4726,0.22281,0
687,32,East,Salaried,Manufacturing,2024Q4,83294.0,721.0,67.06,32.72,52.92,234241.0,0.4402,0.48988,0
688,29,South,Business,Transport,2025Q1,107307.0,724.0,15.99,88.74,46.59,163213.0,0.3489,0.42704,0
689,51,West,Salaried,Manufacturing,2025Q1,78924.0,747.0,57.92,32.6,56.23,86714.0,0.3529,0.38298,0
690,34,North,Salaried,IT,2025Q2,66044.0,806.0,30.07,25.26,65.22,67699.0,0.3245,0.13733,0
691,49,South,Salaried,Transport,2025Q2,94478.0,737.0,32.65,70.71,66.27,136592.0,0.3631,0.48678,0
692,68,South,Salaried,Retail,2025Q4,100318.0,738.0,52.53,72.08,72.05,36277.0,0.3461,0.65757,0
693,63,South,Salaried,IT,2025Q2,108617.0,650.0,65.76,47.5,59.94,86410.0,0.3691,0.72332,0
694,58,North,Salaried,Retail,2025Q1,79108.0,823.0,52.97,90.22,90.59,47875.0,0.1738,0.6731,0
695,62,North,SelfEmployed,Construction,2024Q4,91879.0,684.0,56.55,23.24,67.27,377168.0,0.2732,0.47898,0
696,28,East,Salaried,Transport,2025Q2,99760.0,564.0,55.05,87.21,63.3,28262.0,0.5224,0.91462,0
697,68,South,Salaried,Construction,2025Q4,84547.0,585.0,29.26,73.0,42.65,60442.0,0.2709,0.68216,0
698,23,East,Salaried,Transport,2025Q4,112986.0,728.0,55.42,38.14,72.95,29550.0,0.3333,0.49677,0
699,22,North,Business,Transport,2025Q1,96285.0,640.0,57.07,77.62,73.16,123806.0,0.3753,0.84944,1
700,36,South,Salaried,IT,2025Q2,127072.0,713.0,42.0,16.99,72.08,123610.0,0.3294,0.30204,0
701,39,South,Salaried,Retail,2025Q2,102943.0,628.0,42.21,16.79,88.82,44874.0,0.2822,0.52394,0
702,50,North,Salaried,Transport,2025Q4,31832.0,727.0,55.58,88.69,81.96,30651.0,0.4605,0.80219,0
703,61,South,Salaried,Retail,2025Q2,70041.0,741.0,59.02,13.53,87.71,55823.0,0.2256,0.40041,0
704,36,North,Salaried,Transport,2025Q1,39554.0,720.0,30.23,5.37,43.27,44868.0,0.103,0.12269,0
705,51,North,Business,Retail,2024Q4,64029.0,672.0,58.09,40.01,57.5,76487.0,0.5046,0.58224,0
706,48,West,Salaried,Construction,2025Q1,70716.0,758.0,58.85,14.35,57.53,227257.0,0.1952,0.27301,0
707,24,South,SelfEmployed,IT,2025Q2,101718.0,688.0,24.05,82.67,76.14,116186.0,0.4369,0.62856,0
708,30,West,Salaried,Transport,2025Q1,69009.0,700.0,53.02,88.04,64.67,124420.0,0.3035,0.77981,0
709,65,South,Salaried,Healthcare,2025Q3,114855.0,682.0,21.19,48.42,82.76,72914.0,0.5303,0.43337,0
710,38,East,Business,Retail,2025Q3,63287.0,695.0,15.58,43.29,61.14,465326.0,0.3202,0.26989,0
711,67,West,Salaried,Retail,2025Q2,72788.0,813.0,44.47,53.51,52.19,79346.0,0.285,0.27919,0
712,52,East,Business,Healthcare,2025Q2,49007.0,710.0,64.52,25.36,56.0,121531.0,0.4565,0.45803,0
713,50,South,Salaried,IT,2024Q4,116114.0,640.0,12.13,31.82,50.04,157794.0,0.4988,0.24758,0
714,56,South,Business,Retail,2025Q1,119458.0,657.0,59.59,14.09,50.88,70560.0,0.5444,0.43665,0
715,29,South,Salaried,IT,2024Q4,76697.0,695.0,40.39,45.18,51.93,84561.0,0.05,0.41619,0
716,56,West,Salaried,Retail,2025Q2,42983.0,666.0,61.65,60.05,40.89,49075.0,0.1124,0.67565,0
717,49,West,Salaried,Manufacturing,2025Q2,74795.0,762.0,60.61,88.72,79.38,74058.0,0.2193,0.77368,0
718,36,West,Salaried,Retail,2025Q4,85804.0,632.0,62.52,71.52,61.98,203702.0,0.2159,0.83707,0
719,48,North,Salaried,Manufacturing,2024Q4,64128.0,703.0,56.13,70.08,41.25,165172.0,0.2908,0.62877,0
720,41,East,Salaried,Transport,2025Q2,138771.0,766.0,60.58,32.72,60.35,118336.0,0.3561,0.3813,0
721,67,West,Salaried,IT,2025Q3,125634.0,675.0,20.56,84.95,89.8,138304.0,0.373,0.68669,0
722,22,North,Salaried,Retail,2025Q4,36279.0,734.0,28.23,90.23,68.12,71239.0,0.4165,0.5869,0
723,66,North,SelfEmployed,Construction,2025Q1,51155.0,708.0,24.55,88.9,94.27,142019.0,0.2663,0.6923,0
724,55,East,Salaried,Construction,2025Q4,91468.0,708.0,54.55,8.49,69.7,65735.0,0.3392,0.33806,0
725,48,East,Salaried,Healthcare,2025Q1,53203.0,738.0,19.22,59.39,92.95,23309.0,0.3425,0.41348,0
726,56,West,Salaried,Construction,2025Q3,84573.0,608.0,20.93,62.89,51.1,263738.0,0.352,0.55099,0
727,51,North,Salaried,Manufacturing,2025Q1,80268.0,776.0,62.74,31.56,55.95,63387.0,0.2893,0.35452,0
728,53,West,Salaried,Construction,2024Q4,79011.0,606.0,52.35,94.32,78.5,152970.0,0.3755,0.91378,0
729,43,North,Salaried,Construction,2025Q1,105470.0,772.0,62.52,31.21,94.28,56731.0,0.2255,0.49755,0
730,61,North,Business,Construction,2025Q1,125185.0,734.0,18.36,24.5,85.39,11125.0,0.5565,0.20968,0
731,37,North,SelfEmployed,Retail,2025Q4,89902.0,736.0,33.94,48.57,70.45,69496.0,0.2445,0.3778,0
732,66,West,Salaried,Healthcare,2025Q3,49698.0,799.0,26.99,34.08,44.68,20147.0,0.3974,0.12364,0
733,69,East,Salaried,IT,2025Q1,83597.0,775.0,10.58,88.16,60.04,124089.0,0.3111,0.33657,0
734,21,South,Salaried,Healthcare,2024Q4,65396.0,755.0,27.07,44.61,44.75,62290.0,0.291,0.20757,0
735,62,South,Salaried,Manufacturing,2025Q4,129807.0,694.0,32.77,41.91,57.12,171649.0,0.1686,0.36297,0
736,43,West,Salaried,Retail,2025Q3,97329.0,690.0,15.53,61.33,54.23,86106.0,0.285,0.35238,0
737,68,South,Salaried,Transport,2025Q3,90063.0,756.0,43.99,12.3,61.37,35558.0,0.3209,0.19742,0
738,47,West,Salaried,Retail,2025Q2,96240.0,735.0,32.99,73.11,86.05,116875.0,0.2805,0.58148,0
739,45,South,Salaried,Construction,2024Q4,79041.0,727.0,12.79,74.16,48.27,24545.0,0.431,0.32062,0
740,52,South,Salaried,Construction,2025Q4,111301.0,707.0,52.24,47.66,56.83,58985.0,0.5506,0.51407,0
741,39,South,SelfEmployed,Manufacturing,2025Q4,65728.0,688.0,53.76,91.01,54.36,19836.0,0.3415,0.78632,0
742,44,South,Salaried,Transport,2024Q4,104001.0,634.0,60.07,57.14,56.29,93439.0,0.4114,0.75147,0
743,23,East,SelfEmployed,Retail,2025Q3,119800.0,745.0,39.13,67.57,59.83,86952.0,0.4987,0.47442,0
744,32,South,Business,Transport,2025Q1,59651.0,700.0,68.12,88.19,53.44,79881.0,0.2216,0.82489,0
745,55,North,Salaried,IT,2024Q4,88441.0,696.0,64.84,64.97,91.84,37983.0,0.5627,0.81393,0
746,35,West,Salaried,Healthcare,2025Q4,90414.0,610.0,43.08,43.86,63.11,188468.0,0.1917,0.63487,0
747,37,South,Salaried,Retail,2024Q4,53137.0,715.0,36.7,7.23,46.28,138150.0,0.3499,0.16179,0
748,52,South,Business,Transport,2025Q3,45775.0,635.0,10.18,70.55,65.72,86149.0,0.4309,0.5187,1
749,27,West,Business,IT,2025Q2,57100.0,686.0,52.66,91.84,50.14,48699.0,0.5355,0.77541,1
750,39,East,Salaried,IT,2025Q2,78698.0,754.0,43.9,47.32,51.89,57245.0,0.3488,0.34287,0
751,27,North,Salaried,Healthcare,2025Q1,90472.0,713.0,66.25,35.58,55.68,72349.0,0.3624,0.52607,0
752,25,West,SelfEmployed,IT,2025Q1,70759.0,704.0,45.65,51.73,46.86,33838.0,0.5456,0.45816,0
753,60,East,Salaried,Manufacturing,2025Q3,128266.0,670.0,69.57,70.56,79.66,132878.0,0.1696,0.85641,0
754,41,South,SelfEmployed,IT,2025Q1,105654.0,680.0,61.23,5.06,83.56,176581.0,0.2292,0.46946,0
755,68,North,Business,Transport,2025Q2,91317.0,797.0,67.22,84.85,61.69,241918.0,0.203,0.68685,0
756,68,West,Salaried,Manufacturing,2025Q3,69239.0,753.0,29.66,84.77,77.89,57493.0,0.2198,0.56327,0
757,67,East,Salaried,IT,2025Q3,81746.0,685.0,18.96,53.72,61.39,191777.0,0.2391,0.36724,0
758,27,South,Salaried,Construction,2025Q3,107539.0,704.0,57.81,16.01,49.02,200233.0,0.4979,0.33996,0
759,57,West,Salaried,IT,2024Q4,103000.0,724.0,57.17,65.46,61.84,46983.0,0.5324,0.64349,0
760,43,West,Salaried,Manufacturing,2025Q1,102730.0,734.0,22.69,17.41,70.63,36219.0,0.3957,0.16833,0
761,31,North,SelfEmployed,IT,2025Q4,72408.0,709.0,55.88,50.68,42.25,156470.0,0.4677,0.50201,0
762,30,South,Business,IT,2025Q2,66928.0,613.0,44.92,13.43,76.0,49813.0,0.4481,0.50553,0
763,41,North,Business,IT,2025Q1,44316.0,708.0,16.57,58.02,80.84,43751.0,0.3502,0.39988,0
764,61,East,Salaried,Manufacturing,2025Q2,93214.0,705.0,40.11,33.63,87.3,129501.0,0.4612,0.45364,0
765,53,North,SelfEmployed,IT,2025Q1,42037.0,823.0,65.87,79.79,45.65,27719.0,0.4409,0.54249,0
766,40,East,SelfEmployed,Healthcare,2025Q4,79612.0,850.0,40.39,77.0,40.01,53526.0,0.4276,0.27619,0
767,53,West,Salaried,Transport,2025Q2,69493.0,745.0,57.32,94.86,44.03,19834.0,0.3607,0.70871,0
768,60,West,Salaried,Healthcare,2025Q4,85562.0,673.0,11.73,28.18,90.83,40599.0,0.3725,0.29666,0
769,55,South,Salaried,Manufacturing,2025Q2,109139.0,747.0,53.68,10.56,82.11,46156.0,0.3297,0.31592,0
770,54,West,Business,Construction,2024Q4,113841.0,617.0,66.81,44.87,85.95,43254.0,0.1388,0.82958,0
771,56,North,Salaried,Healthcare,2024Q4,97560.0,681.0,39.97,12.51,68.44,54119.0,0.3423,0.30847,0
772,47,West,SelfEmployed,Transport,2025Q2,60894.0,621.0,30.26,21.06,68.97,17361.0,0.3565,0.40243,0
773,39,North,Salaried,Retail,2025Q2,79442.0,740.0,48.8,58.76,56.42,36149.0,0.2427,0.48923,0
774,63,South,SelfEmployed,Transport,2025Q4,58156.0,643.0,64.98,58.29,86.35,187476.0,0.2925,0.8395,0
775,25,West,Salaried,Healthcare,2025Q3,63645.0,694.0,20.61,8.9,85.64,90104.0,0.4341,0.20941,0
776,49,North,Salaried,Retail,2025Q2,92060.0,708.0,34.22,44.86,61.57,51090.0,0.4552,0.38016,0
777,30,North,Salaried,Manufacturing,2025Q1,55645.0,708.0,19.38,52.72,58.11,46223.0,0.1508,0.31082,0
778,60,East,Salaried,Transport,2025Q1,68640.0,684.0,39.8,29.12,80.61,124947.0,0.2665,0.4401,0
779,33,East,SelfEmployed,Construction,2025Q1,53255.0,729.0,42.43,83.48,41.44,77662.0,0.4455,0.56299,0
780,49,East,Salaried,Retail,2024Q4,96457.0,641.0,66.65,19.5,87.3,33341.0,0.1982,0.68317,0
781,25,East,Salaried,Retail,2025Q4,70986.0,806.0,34.75,27.85,64.54,50337.0,0.3344,0.16269,0
782,32,South,Salaried,Transport,2024Q4,24591.0,653.0,44.02,19.13,64.27,30768.0,0.2006,0.41044,0
783,33,South,Salaried,Healthcare,2025Q1,120841.0,712.0,63.12,15.49,76.8,45035.0,0.2433,0.4589,0
784,42,South,Salaried,Retail,2025Q2,105334.0,744.0,29.28,84.11,75.52,118132.0,0.3923,0.56439,0
785,60,North,Salaried,Manufacturing,2025Q1,29617.0,748.0,50.45,30.01,54.63,110122.0,0.4253,0.31061,0
786,35,West,Business,Transport,2025Q2,98371.0,753.0,55.43,70.03,91.88,150302.0,0.4757,0.70487,1
787,33,East,Salaried,Manufacturing,2025Q4,118067.0,622.0,29.83,43.52,94.25,80783.0,0.6856,0.62655,0
788,21,South,SelfEmployed,Transport,2025Q3,75339.0,660.0,19.86,62.23,68.93,25428.0,0.3273,0.50228,0
789,58,South,Business,Manufacturing,2025Q2,83726.0,717.0,40.17,88.54,70.88,30578.0,0.3334,0.69889,0
790,63,West,Salaried,Healthcare,2024Q4,72032.0,736.0,31.41,81.01,70.49,101911.0,0.5037,0.55804,0
791,65,North,Salaried,Transport,2025Q1,92993.0,779.0,25.99,11.21,66.72,78530.0,0.4851,0.1118,0
792,21,East,Salaried,Construction,2025Q1,105829.0,682.0,68.41,81.07,91.99,32486.0,0.4154,0.89137,1
793,31,South,Business,Healthcare,2025Q1,50223.0,660.0,40.13,45.66,53.46,57547.0,0.3038,0.4914,0
794,63,East,Business,Manufacturing,2025Q2,62346.0,680.0,61.39,36.51,45.94,276466.0,0.4389,0.52602,0
795,60,North,Salaried,Transport,2025Q4,82541.0,834.0,21.72,65.51,91.13,140380.0,0.2793,0.2854,0
796,42,West,SelfEmployed,Healthcare,2025Q2,87755.0,793.0,66.37,90.52,51.72,208779.0,0.2709,0.68773,1
797,55,West,Salaried,Manufacturing,2024Q4,90186.0,701.0,57.67,13.47,81.2,32034.0,0.3832,0.44508,0
798,64,East,Business,IT,2025Q1,75187.0,781.0,58.52,74.13,51.21,235455.0,0.5983,0.55767,1
799,26,East,Business,IT,2025Q2,57949.0,679.0,33.39,23.32,92.81,50811.0,0.3159,0.41302,0
800,48,West,Salaried,Retail,2025Q1,104632.0,762.0,39.14,39.21,83.51,219816.0,0.357,0.35598,0
801,51,East,Salaried,Construction,2024Q4,49459.0,634.0,45.6,83.64,90.53,93978.0,0.1609,0.8634,0
802,28,North,Salaried,IT,2025Q3,67693.0,730.0,57.39,54.12,92.3,113544.0,0.2414,0.67312,0
803,25,East,Salaried,Manufacturing,2025Q3,80445.0,766.0,60.94,11.07,44.64,118926.0,0.3936,0.22204,0
804,62,East,SelfEmployed,Healthcare,2025Q3,92128.0,692.0,14.68,50.72,63.84,78367.0,0.4075,0.31645,0
805,68,South,Salaried,Transport,2025Q1,72703.0,744.0,64.24,76.07,75.65,110020.0,0.5828,0.75283,0
806,64,East,Salaried,Healthcare,2025Q2,98827.0,679.0,66.25,52.6,84.14,35840.0,0.2244,0.7741,0
807,37,West,Salaried,Retail,2025Q1,111270.0,727.0,45.57,20.02,53.28,66819.0,0.3665,0.25987,0
808,58,West,Business,Healthcare,2025Q4,64429.0,684.0,21.21,45.05,90.3,126309.0,0.2956,0.43756,0
809,29,South,Salaried,IT,2025Q2,89789.0,755.0,59.1,88.19,52.15,78921.0,0.3841,0.6942,0
