customer_id,age,region,employment_type,industry,annual_income,bureau_score,debt_to_income,utilization_rate,loan_to_value,ead,predicted_pd,actual_default
563,42,North,Salaried,Manufacturing,58354.0,818.0,27.24,46.51,79.91,77599.0,0.185,0
564,30,North,Salaried,IT,56506.0,709.0,42.42,61.23,64.27,57013.0,0.5313,0
565,27,South,SelfEmployed,Construction,110692.0,850.0,63.13,11.46,85.99,32558.0,0.208,0
566,29,East,Salaried,IT,90995.0,612.0,62.6,78.39,84.47,81223.0,0.9125,0
567,45,South,Salaried,Construction,104964.0,691.0,36.73,89.37,92.78,132202.0,0.7543,0
568,66,South,Salaried,Retail,97498.0,736.0,24.77,22.42,53.81,63271.0,0.1665,0
569,35,West,SelfEmployed,Retail,62973.0,654.0,23.52,73.35,52.61,120411.0,0.5425,0
570,33,South,SelfEmployed,IT,44206.0,771.0,12.04,33.21,41.73,90262.0,0.0904,0
571,62,East,SelfEmployed,Construction,65797.0,733.0,60.56,65.91,62.57,90777.0,0.6214,0
572,66,West,Salaried,Construction,76837.0,687.0,25.89,32.6,65.25,75547.0,0.3289,0
573,46,South,SelfEmployed,Construction,97887.0,726.0,31.54,82.61,93.05,53606.0,0.6192,1
574,41,East,Salaried,Retail,73908.0,712.0,58.55,36.24,85.69,41316.0,0.5981,1
575,43,West,Salaried,IT,134327.0,739.0,17.2,81.39,49.17,278603.0,0.319,0
576,64,West,Salaried,Healthcare,66346.0,686.0,37.67,73.95,83.92,65273.0,0.6809,0
577,48,North,Salaried,Construction,86821.0,567.0,17.34,22.67,49.81,64663.0,0.4494,0
578,58,West,SelfEmployed,Construction,63028.0,752.0,36.51,19.13,44.28,103072.0,0.1643,0
579,32,South,SelfEmployed,Healthcare,83126.0,696.0,12.83,75.17,86.04,23230.0,0.492,0
580,44,South,Salaried,IT,72489.0,653.0,41.06,40.13,93.68,79847.0,0.6595,1
581,33,South,Salaried,Construction,70027.0,678.0,57.74,90.45,44.85,117466.0,0.7665,1
582,60,West,Salaried,IT,62624.0,688.0,50.58,89.87,84.77,115966.0,0.8106,0
583,68,South,SelfEmployed,Construction,77951.0,611.0,40.55,67.41,87.26,79746.0,0.8199,0
584,22,South,Salaried,Manufacturing,91723.0,647.0,59.73,50.05,46.53,36204.0,0.6843,0
585,59,East,Salaried,Construction,55499.0,693.0,23.67,22.55,55.58,93849.0,0.2339,0
586,32,North,Salaried,Manufacturing,74029.0,690.0,59.85,84.42,80.35,34359.0,0.8236,1
587,59,North,Salaried,IT,84863.0,644.0,26.58,12.38,84.43,127213.0,0.4065,0
588,34,North,Salaried,Construction,88658.0,623.0,31.75,38.33,59.47,88491.0,0.5335,0
589,50,North,SelfEmployed,Retail,112261.0,649.0,17.71,33.73,48.8,49552.0,0.3099,0
590,61,North,Salaried,Retail,86574.0,718.0,16.11,91.26,75.66,102716.0,0.5038,0
591,63,North,Salaried,Healthcare,67000.0,661.0,65.93,15.63,78.61,55427.0,0.6473,1
592,68,East,Salaried,Retail,63640.0,752.0,21.4,85.11,67.7,62940.0,0.3981,0
593,39,North,Salaried,Manufacturing,63395.0,770.0,30.0,46.08,47.97,85875.0,0.1968,0
594,51,South,SelfEmployed,Retail,62280.0,805.0,41.75,9.27,86.45,58331.0,0.1734,0
595,63,West,Salaried,Retail,79315.0,737.0,30.87,70.6,75.49,53609.0,0.4615,0
596,63,South,Salaried,Retail,83411.0,725.0,62.21,14.08,87.8,43801.0,0.4904,0
597,45,East,Salaried,Construction,91491.0,783.0,64.04,26.33,91.31,96010.0,0.4357,0
598,24,North,Salaried,Healthcare,88300.0,627.0,29.56,76.98,84.31,61187.0,0.7635,0
599,33,North,Salaried,IT,99922.0,738.0,15.52,18.93,92.73,101212.0,0.1993,0
600,56,North,Salaried,Healthcare,61622.0,757.0,22.61,34.29,92.48,44972.0,0.2558,0
601,62,North,Salaried,Manufacturing,107730.0,699.0,38.46,37.49,74.06,36791.0,0.443,0
602,57,South,Salaried,Construction,62407.0,749.0,27.31,57.99,80.05,103851.0,0.3627,0
603,23,North,Salaried,Construction,81959.0,680.0,37.21,76.09,78.47,35030.0,0.6825,0
604,36,North,Salaried,Retail,71105.0,702.0,55.52,25.77,74.16,45426.0,0.505,0
605,46,North,Salaried,Retail,74522.0,722.0,35.24,23.52,41.06,80425.0,0.2098,0
606,60,South,Salaried,Manufacturing,88446.0,720.0,21.82,24.97,59.57,147613.0,0.1971,0
607,59,North,SelfEmployed,Construction,46232.0,617.0,31.48,39.35,45.5,71977.0,0.4994,0
608,39,South,SelfEmployed,IT,58386.0,669.0,54.58,53.16,56.51,35276.0,0.6471,0
609,66,East,Salaried,Healthcare,89985.0,703.0,35.44,6.21,43.77,38081.0,0.1929,0
610,35,East,Salaried,Construction,74957.0,724.0,24.97,75.23,90.6,59784.0,0.5318,0
611,52,North,Salaried,IT,69868.0,740.0,35.64,88.4,64.82,82515.0,0.5389,0
612,69,West,Salaried,IT,52581.0,701.0,37.29,80.92,50.42,37308.0,0.5569,0
613,41,East,SelfEmployed,Healthcare,70008.0,766.0,27.78,8.35,72.16,38277.0,0.138,0
614,21,North,Salaried,IT,88619.0,682.0,69.74,52.21,50.8,58120.0,0.6951,0
615,26,West,Salaried,Manufacturing,63731.0,751.0,56.06,78.26,84.24,85385.0,0.6784,0
616,47,West,SelfEmployed,IT,102281.0,691.0,51.55,35.97,56.83,31405.0,0.4896,1
617,43,North,SelfEmployed,Manufacturing,96538.0,645.0,61.29,85.73,57.32,18362.0,0.8473,0
618,67,South,Salaried,IT,67999.0,850.0,49.99,84.82,87.85,57082.0,0.4412,0
619,51,West,Salaried,Retail,63113.0,730.0,57.46,17.75,70.76,233264.0,0.3991,0
620,32,East,Salaried,IT,20000.0,590.0,34.75,49.43,88.8,47491.0,0.7717,0
621,41,North,Salaried,Manufacturing,53463.0,754.0,40.02,7.31,62.71,107999.0,0.1817,0
622,22,North,SelfEmployed,IT,52233.0,710.0,12.82,30.37,58.92,35896.0,0.1865,0
623,25,South,SelfEmployed,IT,46381.0,752.0,26.84,78.07,67.84,63684.0,0.4047,0
624,29,South,Salaried,IT,74280.0,733.0,32.08,92.76,43.38,103384.0,0.4733,0
625,40,East,Salaried,Manufacturing,81242.0,654.0,47.53,87.2,48.48,56075.0,0.7512,0
626,66,South,SelfEmployed,IT,111293.0,755.0,37.85,8.83,52.07,32935.0,0.1533,0
627,38,South,Salaried,Healthcare,76330.0,660.0,46.47,88.41,84.92,61745.0,0.8297,0
628,42,East,Salaried,Healthcare,34329.0,652.0,52.8,79.04,80.36,90228.0,0.8327,0
629,28,North,Salaried,Manufacturing,60045.0,680.0,12.56,83.09,50.63,160675.0,0.4376,0
630,54,South,Salaried,Retail,87211.0,638.0,25.5,87.33,55.22,30713.0,0.671,0
631,29,East,Salaried,Healthcare,73372.0,730.0,20.25,48.94,91.93,71188.0,0.3577,0
632,27,West,Salaried,Construction,92137.0,825.0,21.25,24.01,44.72,39224.0,0.0622,0
633,50,East,Salaried,Healthcare,64725.0,634.0,40.19,6.89,70.11,64937.0,0.452,0
634,38,East,Salaried,Construction,98041.0,782.0,54.4,7.12,68.71,38983.0,0.2193,0
635,47,North,Salaried,Manufacturing,79921.0,664.0,26.37,62.83,79.91,42856.0,0.5879,0
636,36,South,Salaried,Retail,80430.0,664.0,59.47,35.36,54.38,134610.0,0.6018,0
637,41,East,Salaried,Construction,77999.0,632.0,63.55,49.63,91.41,61893.0,0.8462,0
638,25,North,SelfEmployed,Construction,59697.0,721.0,31.03,16.82,62.58,31414.0,0.2228,0
639,49,South,Salaried,Healthcare,73856.0,621.0,50.88,92.8,55.71,55074.0,0.8535,0
640,67,South,Salaried,Construction,80875.0,672.0,17.02,16.69,58.53,83286.0,0.2239,0
641,57,North,Salaried,Manufacturing,46987.0,767.0,54.64,45.03,59.18,66559.0,0.3804,0
642,63,South,SelfEmployed,Manufacturing,76592.0,794.0,19.9,44.9,50.94,75605.0,0.1269,0
643,42,North,Salaried,Manufacturing,99298.0,643.0,51.24,5.78,91.04,155308.0,0.5839,1
644,34,South,Salaried,Healthcare,83676.0,682.0,35.31,65.1,49.62,97410.0,0.5096,0
645,39,North,Salaried,Retail,102346.0,691.0,65.71,53.44,88.56,120403.0,0.7691,0
646,55,West,Salaried,Healthcare,83155.0,612.0,37.87,49.77,62.27,72673.0,0.6679,0
647,44,East,Salaried,Manufacturing,57047.0,666.0,11.85,78.63,54.81,92786.0,0.4612,0
648,62,East,Salaried,Healthcare,90815.0,662.0,38.84,26.7,50.92,42421.0,0.3998,0
649,26,West,Salaried,Manufacturing,52179.0,729.0,57.73,82.5,67.74,86936.0,0.7016,0
650,23,South,Salaried,IT,70831.0,715.0,48.83,82.83,76.81,130648.0,0.7061,0
651,54,North,Salaried,IT,69480.0,707.0,67.98,79.42,89.4,66828.0,0.8381,1
652,65,East,Salaried,Construction,61434.0,687.0,60.6,35.73,75.88,48594.0,0.6335,0
653,22,East,Salaried,Retail,122579.0,779.0,41.59,19.63,66.6,116714.0,0.1982,0
654,35,East,Salaried,IT,73547.0,699.0,22.39,47.77,41.84,40325.0,0.2724,0
655,57,South,Salaried,Manufacturing,111201.0,760.0,10.23,28.39,90.35,188246.0,0.1657,0
656,35,North,Salaried,Healthcare,81872.0,735.0,68.83,9.7,89.63,70802.0,0.4999,1
657,52,South,Salaried,Healthcare,58582.0,709.0,66.3,30.15,60.83,26943.0,0.5406,0
658,41,South,SelfEmployed,Construction,66808.0,753.0,26.45,47.22,41.6,75016.0,0.1944,0
659,37,East,SelfEmployed,Healthcare,74230.0,682.0,48.29,15.15,80.34,121377.0,0.4729,0
660,54,East,Salaried,IT,68164.0,646.0,53.75,89.99,83.54,105126.0,0.8757,0
661,52,South,Salaried,Healthcare,69521.0,698.0,44.68,64.05,69.84,60991.0,0.6075,0
662,67,West,Salaried,IT,86475.0,790.0,60.58,17.27,62.16,64582.0,0.258,0
663,43,East,SelfEmployed,IT,82307.0,713.0,14.67,78.09,86.81,104991.0,0.4814,0
664,55,North,Salaried,Retail,88800.0,670.0,63.79,88.53,50.59,22618.0,0.8169,1
665,57,North,Salaried,Construction,105534.0,651.0,33.52,28.65,64.18,45390.0,0.4447,0
666,63,North,Salaried,Manufacturing,65570.0,609.0,38.84,17.89,41.35,42092.0,0.4518,1
667,61,North,Salaried,IT,97278.0,651.0,36.68,34.02,49.02,91370.0,0.4399,0
668,57,North,SelfEmployed,Construction,102872.0,718.0,41.88,79.9,91.75,38639.0,0.69,1
669,53,North,Salaried,Manufacturing,100878.0,686.0,45.89,20.76,71.79,42096.0,0.4406,0
670,45,South,Salaried,Healthcare,39801.0,713.0,52.62,75.14,84.31,47824.0,0.7237,0
671,66,North,SelfEmployed,Construction,110954.0,645.0,41.5,69.46,66.76,39646.0,0.7176,0
672,57,West,Salaried,Construction,62272.0,762.0,51.09,63.62,85.92,102203.0,0.5567,0
673,60,North,Salaried,Construction,38187.0,745.0,30.3,44.0,69.64,47428.0,0.2957,0
674,41,East,Salaried,Healthcare,110462.0,666.0,66.2,38.01,40.25,78752.0,0.6076,0
675,66,South,SelfEmployed,Healthcare,85268.0,615.0,13.87,12.67,89.48,46130.0,0.4034,1
676,68,West,Salaried,Construction,86094.0,715.0,42.73,37.16,48.17,59614.0,0.3425,0
677,58,North,Salaried,Retail,68359.0,582.0,15.24,59.17,64.78,54580.0,0.6323,0
678,60,South,Salaried,IT,78642.0,621.0,36.57,85.84,66.22,23474.0,0.7935,1
679,54,West,Salaried,Healthcare,72214.0,676.0,25.45,79.98,42.6,33230.0,0.4986,0
680,39,West,Salaried,Retail,62516.0,647.0,66.21,7.9,42.92,32196.0,0.5168,0
681,47,West,Salaried,Healthcare,75460.0,778.0,10.78,17.5,81.94,103370.0,0.1068,0
682,29,South,Salaried,Construction,77263.0,680.0,33.47,81.36,56.52,114009.0,0.6052,0
683,25,North,SelfEmployed,Retail,48567.0,729.0,56.92,89.54,62.53,46802.0,0.7097,1
684,25,East,Salaried,Manufacturing,76113.0,569.0,21.31,10.02,71.03,74904.0,0.4904,0
685,45,West,Salaried,IT,39250.0,593.0,58.94,68.11,60.54,42255.0,0.8652,0
686,46,East,Salaried,IT,113407.0,659.0,61.58,37.92,82.63,69048.0,0.7312,0
687,39,East,Salaried,Healthcare,72948.0,713.0,52.48,37.79,88.65,50151.0,0.57,0
688,50,South,SelfEmployed,IT,53570.0,624.0,22.54,62.84,43.28,46291.0,0.5236,0
689,56,West,Salaried,Manufacturing,85264.0,722.0,26.32,77.92,74.95,80886.0,0.5012,0
690,68,North,Salaried,Retail,60066.0,781.0,20.02,29.74,57.47,70317.0,0.119,0
691,68,South,Salaried,Retail,74415.0,653.0,21.04,68.48,72.08,41159.0,0.5757,1
692,36,South,Salaried,Construction,84110.0,699.0,12.19,62.23,66.61,141161.0,0.3467,0
693,27,East,Salaried,Retail,54666.0,684.0,61.44,51.56,58.35,150609.0,0.6602,0
694,38,North,Salaried,Healthcare,113994.0,675.0,41.71,59.22,45.21,63535.0,0.5295,0
695,41,North,Salaried,Manufacturing,115898.0,719.0,29.67,6.62,70.77,81093.0,0.2047,0
696,51,East,Salaried,Construction,64491.0,701.0,27.37,5.37,46.2,192178.0,0.1633,0
697,21,South,Salaried,Healthcare,52533.0,689.0,42.68,54.54,48.59,80950.0,0.4899,0
698,23,East,Salaried,Healthcare,64400.0,708.0,29.6,52.17,94.02,30373.0,0.5017,0
699,51,North,SelfEmployed,Healthcare,65469.0,752.0,61.82,11.42,57.42,61179.0,0.3051,0
700,45,South,Salaried,IT,97207.0,736.0,22.66,49.28,72.14,50372.0,0.2964,0
701,28,East,Salaried,Healthcare,64746.0,595.0,62.94,73.18,54.97,47984.0,0.8786,1
702,21,North,Salaried,IT,51767.0,647.0,49.85,53.71,87.6,74736.0,0.7623,0
703,27,South,Salaried,Retail,77031.0,735.0,67.4,51.59,55.58,47071.0,0.5712,0
704,27,North,Salaried,IT,45183.0,850.0,10.91,69.61,60.18,90885.0,0.1064,0
705,28,North,SelfEmployed,Healthcare,96360.0,661.0,13.55,20.47,73.46,43795.0,0.281,0
706,39,West,Salaried,Manufacturing,87000.0,610.0,40.05,46.17,87.85,34573.0,0.7487,1
707,37,South,SelfEmployed,Manufacturing,63002.0,837.0,64.74,18.32,84.89,112878.0,0.2621,0
708,31,West,Salaried,Retail,65186.0,776.0,53.85,52.15,54.51,52270.0,0.3696,0
709,67,South,Salaried,Healthcare,79975.0,772.0,47.33,58.27,85.63,89202.0,0.4748,0
710,61,East,SelfEmployed,IT,52939.0,707.0,11.9,15.95,78.57,37393.0,0.1882,0
711,69,West,Salaried,Manufacturing,59242.0,697.0,31.25,11.8,94.44,54641.0,0.3476,0
712,31,East,SelfEmployed,Construction,70492.0,691.0,30.75,20.01,91.45,82940.0,0.3846,0
713,58,South,Salaried,Healthcare,48624.0,746.0,42.53,57.77,69.32,40645.0,0.4414,0
714,61,South,SelfEmployed,Healthcare,65913.0,775.0,25.47,22.07,81.25,75361.0,0.1712,0
715,22,South,Salaried,Construction,53539.0,710.0,26.03,29.77,71.36,108820.0,0.2888,0
716,24,West,Salaried,Manufacturing,103524.0,747.0,47.25,68.23,72.72,71556.0,0.5394,0
717,48,West,Salaried,Construction,66931.0,784.0,66.67,27.35,45.58,45748.0,0.2985,0
718,53,West,Salaried,Retail,56064.0,756.0,49.61,40.78,40.12,43925.0,0.2876,0
719,31,North,Salaried,IT,88489.0,735.0,50.09,88.6,42.65,40995.0,0.5781,0
720,23,East,Salaried,IT,62430.0,657.0,69.17,79.25,93.16,38577.0,0.9038,0
721,60,West,Salaried,Manufacturing,52950.0,661.0,19.21,27.99,46.94,90619.0,0.2652,0
722,25,North,Salaried,Construction,92751.0,597.0,12.03,58.78,42.44,37573.0,0.4895,0
723,41,North,Salaried,Healthcare,68537.0,723.0,54.73,64.92,57.03,51699.0,0.578,1
724,42,East,Salaried,Healthcare,91820.0,707.0,36.33,86.02,72.35,65413.0,0.6405,0
725,57,East,Salaried,Healthcare,74699.0,776.0,35.73,54.27,92.17,49706.0,0.3837,0
726,31,West,Salaried,Retail,77584.0,727.0,23.52,55.52,78.49,42497.0,0.3703,0
727,64,North,Salaried,Retail,86264.0,681.0,40.41,84.96,55.2,108819.0,0.6646,0
728,42,West,Salaried,Healthcare,62303.0,671.0,36.53,9.89,91.65,44079.0,0.4279,0
729,61,North,Salaried,Manufacturing,58796.0,721.0,30.73,61.53,41.98,65433.0,0.3374,0
730,33,North,SelfEmployed,Retail,99037.0,715.0,36.56,42.5,93.85,46199.0,0.4883,0
731,23,North,SelfEmployed,Retail,86578.0,809.0,33.03,86.88,43.23,44898.0,0.2755,0
732,33,West,Salaried,IT,73650.0,693.0,66.39,91.45,81.46,30797.0,0.8651,1
733,48,East,Salaried,IT,90914.0,729.0,68.82,20.32,42.49,60345.0,0.3932,0
734,31,East,Salaried,Manufacturing,85803.0,798.0,60.39,30.33,91.24,31331.0,0.3908,0
735,31,South,Salaried,Retail,93866.0,691.0,69.42,29.61,45.98,69187.0,0.5504,1
736,41,West,Salaried,Retail,52143.0,680.0,25.94,14.06,42.78,51682.0,0.2058,0
737,41,South,Salaried,Construction,73716.0,620.0,60.58,48.46,88.91,37100.0,0.8416,0
738,27,West,Salaried,Manufacturing,97596.0,678.0,34.4,51.18,45.27,33925.0,0.4257,0
739,37,South,Salaried,Manufacturing,108545.0,723.0,54.77,56.57,83.89,18947.0,0.6355,0
740,68,South,Salaried,Construction,64281.0,782.0,22.08,64.67,81.09,83004.0,0.2886,0
741,34,South,SelfEmployed,Construction,78183.0,618.0,58.72,10.66,72.94,58287.0,0.6555,0
742,53,South,Salaried,IT,75387.0,646.0,15.01,61.02,60.79,64776.0,0.4678,0
743,31,East,SelfEmployed,Manufacturing,50116.0,587.0,26.23,87.24,90.36,76739.0,0.8542,0
744,33,East,SelfEmployed,Manufacturing,69249.0,808.0,59.32,45.95,87.91,132006.0,0.422,0
745,21,North,Salaried,Construction,43426.0,710.0,54.83,14.6,63.44,37089.0,0.3874,0
746,54,West,Salaried,Healthcare,71654.0,674.0,40.07,12.73,52.74,43896.0,0.3226,0
747,29,South,Salaried,Healthcare,54240.0,592.0,50.37,30.36,54.99,77939.0,0.6837,0
748,33,East,SelfEmployed,IT,78398.0,700.0,21.13,72.73,52.12,86481.0,0.4065,0
749,57,West,SelfEmployed,Healthcare,68802.0,676.0,50.07,28.49,69.77,61734.0,0.5276,0
750,50,East,Salaried,Healthcare,68484.0,592.0,10.48,78.29,87.77,21702.0,0.7355,0
751,61,North,Salaried,Healthcare,106068.0,683.0,59.99,78.77,82.55,19669.0,0.8229,0
752,65,West,Salaried,Retail,76416.0,774.0,40.98,46.14,83.75,57576.0,0.3597,0
753,57,East,Salaried,IT,112564.0,684.0,66.63,32.07,64.66,102997.0,0.6263,0
754,67,South,Salaried,Construction,83927.0,771.0,38.69,58.79,57.73,122778.0,0.3201,0
755,27,North,SelfEmployed,Healthcare,91311.0,793.0,35.99,77.95,81.65,25490.0,0.4205,0
756,34,West,Salaried,Retail,57610.0,684.0,37.0,10.81,83.63,75563.0,0.3756,0
757,68,East,Salaried,Healthcare,61126.0,695.0,31.58,90.81,78.24,74744.0,0.6772,0
758,26,East,Salaried,Retail,75345.0,730.0,20.0,63.13,41.77,45908.0,0.257,0
759,54,West,Salaried,IT,99262.0,761.0,60.52,40.83,72.43,64240.0,0.4639,0
760,36,West,Salaried,Healthcare,67741.0,785.0,33.35,50.54,59.09,53025.0,0.2304,0
761,57,North,Salaried,Retail,46371.0,791.0,41.75,39.7,50.79,33759.0,0.2054,0
762,56,South,SelfEmployed,Manufacturing,82960.0,656.0,11.19,42.13,78.19,43838.0,0.3873,0
763,66,North,SelfEmployed,Manufacturing,76280.0,787.0,13.62,58.61,54.77,164179.0,0.1518,0
764,26,East,Salaried,Retail,63980.0,731.0,45.83,10.42,90.21,69193.0,0.3493,0
765,28,North,SelfEmployed,Healthcare,67539.0,669.0,62.75,20.78,56.39,32669.0,0.5516,0
766,44,East,Salaried,Healthcare,57579.0,631.0,39.6,25.43,70.53,34120.0,0.5477,1
767,23,West,Salaried,IT,93478.0,652.0,19.9,41.68,85.53,130436.0,0.4856,0
768,24,West,Salaried,IT,75466.0,722.0,16.97,38.4,62.12,46879.0,0.221,0
769,52,South,Salaried,Construction,79810.0,671.0,63.99,70.0,85.58,49669.0,0.8386,1
770,21,West,SelfEmployed,IT,63071.0,722.0,52.1,28.33,79.8,88989.0,0.4648,0
771,54,North,Salaried,Healthcare,101725.0,632.0,67.97,10.14,90.65,50509.0,0.7365,0
772,65,West,Salaried,Construction,79416.0,655.0,14.94,9.99,57.92,45893.0,0.2174,0
773,29,North,Salaried,IT,32177.0,695.0,64.16,6.02,45.78,66905.0,0.386,0
774,32,South,Salaried,Retail,84200.0,690.0,60.74,8.42,63.67,42020.0,0.4499,0
775,30,West,Salaried,Manufacturing,69714.0,623.0,63.59,82.28,83.22,47375.0,0.9103,0
776,30,North,Salaried,IT,71721.0,662.0,10.35,67.75,64.77,132822.0,0.4414,0
777,64,North,Salaried,IT,94874.0,595.0,54.51,94.63,54.41,39673.0,0.8948,1
778,68,East,Salaried,Retail,76771.0,704.0,42.94,6.83,41.52,52864.0,0.224,0
779,43,East,SelfEmployed,Healthcare,109247.0,792.0,44.39,81.41,57.22,174273.0,0.4137,0
780,26,East,Salaried,Retail,77112.0,654.0,38.15,67.65,79.24,10366.0,0.7101,0
781,44,East,Salaried,IT,65668.0,643.0,54.56,62.63,48.12,154758.0,0.7177,1
782,44,East,Salaried,Healthcare,38734.0,759.0,69.99,37.09,58.75,77909.0,0.4708,0
783,41,South,Salaried,Construction,60643.0,630.0,52.63,38.91,41.11,75600.0,0.605,0
784,62,South,Salaried,IT,68555.0,760.0,50.68,81.1,79.7,75020.0,0.6188,1
785,51,North,Salaried,Retail,104326.0,628.0,49.27,69.21,88.44,48271.0,0.8402,1
786,67,West,SelfEmployed,Construction,65789.0,679.0,51.71,65.33,71.27,36227.0,0.7089,0
787,61,East,Salaried,Manufacturing,107840.0,686.0,30.53,7.76,41.42,59097.0,0.1958,0
788,50,South,SelfEmployed,Construction,52034.0,742.0,29.21,21.59,51.97,56591.0,0.1701,0
789,54,South,SelfEmployed,Retail,59551.0,812.0,57.06,91.64,64.12,67058.0,0.5332,0
790,38,West,Salaried,Construction,97540.0,679.0,13.19,45.89,72.32,51438.0,0.3443,0
791,32,North,Salaried,Retail,63098.0,699.0,55.55,75.33,67.3,91161.0,0.7198,0
792,55,East,Salaried,IT,96985.0,597.0,58.83,40.04,90.37,90086.0,0.8452,0
793,27,East,SelfEmployed,Healthcare,58474.0,698.0,41.3,73.79,91.62,29030.0,0.7034,0
794,61,East,SelfEmployed,Manufacturing,60478.0,769.0,64.61,15.73,45.89,25654.0,0.2686,0
795,60,North,Salaried,Healthcare,87837.0,842.0,38.39,8.79,47.61,40576.0,0.0675,0
796,45,West,Salaried,Healthcare,58754.0,678.0,20.69,46.96,59.69,30760.0,0.3591,1
797,26,West,Salaried,Healthcare,69512.0,743.0,31.68,58.25,63.17,101983.0,0.3504,1
798,21,East,SelfEmployed,Retail,82896.0,769.0,64.35,34.13,72.23,43335.0,0.4384,0
799,66,East,SelfEmployed,Retail,69948.0,614.0,69.62,69.44,82.52,77668.0,0.9112,0
800,36,West,Salaried,Manufacturing,63748.0,785.0,35.31,49.62,47.47,55936.0,0.2079,0
801,68,East,Salaried,Retail,50855.0,652.0,20.01,88.55,84.15,94289.0,0.7043,0
802,24,North,Salaried,Retail,103987.0,716.0,27.18,12.65,73.55,48149.0,0.2249,0
803,49,East,Salaried,Retail,107722.0,624.0,43.2,10.99,93.95,27341.0,0.6065,1
804,58,East,SelfEmployed,Retail,81587.0,678.0,44.33,86.46,75.81,42334.0,0.7624,0
805,67,South,Salaried,IT,70358.0,599.0,47.8,65.22,79.39,15103.0,0.8445,1
806,48,East,Salaried,Manufacturing,71457.0,716.0,60.12,65.4,50.74,28157.0,0.6137,0
807,42,West,Salaried,Retail,91644.0,792.0,52.67,7.48,82.29,70966.0,0.2303,0
808,28,West,SelfEmployed,Manufacturing,95636.0,702.0,25.65,89.39,44.36,65977.0,0.4883,0
809,52,South,Salaried,Construction,64197.0,613.0,33.7,74.46,76.11,45002.0,0.7785,0
810,53,North,Salaried,IT,96492.0,680.0,60.39,73.79,43.06,54957.0,0.7081,0
811,33,West,Salaried,Retail,87302.0,713.0,48.0,87.07,46.34,26994.0,0.6221,0
812,47,West,SelfEmployed,IT,96144.0,691.0,19.99,57.03,45.93,83943.0,0.3245,0
813,38,North,SelfEmployed,IT,42964.0,741.0,29.53,40.52,42.89,54039.0,0.2112,0
814,38,West,Salaried,Construction,66616.0,821.0,57.47,48.26,57.66,77941.0,0.288,0
815,33,West,Salaried,Manufacturing,71542.0,696.0,20.33,74.95,94.69,75711.0,0.578,0
816,42,East,Salaried,IT,65621.0,692.0,51.46,74.19,59.15,68989.0,0.6777,0
817,34,East,Salaried,Healthcare,113346.0,657.0,43.81,59.86,81.84,37278.0,0.7154,0
818,31,South,Salaried,Construction,66803.0,762.0,18.85,24.63,47.28,68797.0,0.109,1
819,59,North,SelfEmployed,Healthcare,84368.0,815.0,51.33,78.7,65.0,74519.0,0.4237,0
820,42,South,Salaried,Construction,78057.0,689.0,18.54,63.25,50.18,42774.0,0.3631,0
821,56,West,SelfEmployed,Healthcare,69195.0,715.0,33.91,24.91,50.57,70199.0,0.2444,0
822,37,North,Salaried,Healthcare,60827.0,710.0,28.51,48.26,45.48,28978.0,0.3005,0
823,52,South,Salaried,IT,116117.0,654.0,51.4,94.75,63.76,78788.0,0.8326,0
824,34,South,Salaried,IT,70563.0,744.0,56.94,34.55,44.15,69810.0,0.348,0
825,62,East,Salaried,Construction,92512.0,698.0,20.1,15.49,90.04,126179.0,0.2764,0
826,49,West,Salaried,Manufacturing,74807.0,714.0,58.72,6.95,64.63,156616.0,0.3738,0
827,26,South,Salaried,IT,65826.0,758.0,10.43,21.62,86.12,52741.0,0.1428,0
828,24,South,Salaried,IT,77166.0,680.0,41.8,21.83,93.87,77291.0,0.5112,0
829,31,East,Salaried,Retail,81162.0,706.0,41.01,82.23,77.28,71173.0,0.6743,1
830,65,South,Salaried,IT,65608.0,656.0,47.43,19.05,89.58,52188.0,0.5825,0
831,60,North,SelfEmployed,Manufacturing,59708.0,634.0,24.38,82.64,47.45,24644.0,0.6227,0
832,30,South,Salaried,Retail,84523.0,707.0,10.59,12.8,85.65,33935.0,0.1878,0
833,48,North,SelfEmployed,Healthcare,77327.0,712.0,37.29,86.6,54.92,45853.0,0.5744,0
834,31,North,Salaried,Healthcare,61959.0,755.0,14.28,28.07,65.99,68508.0,0.139,0
835,55,South,Salaried,Retail,56231.0,654.0,63.53,60.03,75.56,119481.0,0.8097,1
836,35,South,Salaried,Retail,81986.0,637.0,20.42,19.38,89.69,56889.0,0.4318,0
837,28,West,SelfEmployed,Retail,36638.0,807.0,35.51,40.11,90.1,100726.0,0.2502,0
838,40,South,Salaried,Construction,69788.0,708.0,36.04,12.72,45.07,123552.0,0.2113,0
839,41,East,Salaried,Manufacturing,77702.0,617.0,43.17,57.16,60.05,44964.0,0.7141,0
840,21,East,Salaried,Manufacturing,109753.0,697.0,56.95,36.13,83.62,29681.0,0.6151,0
841,49,North,Salaried,Healthcare,75210.0,661.0,38.33,81.69,78.67,61005.0,0.7517,0
842,44,East,Salaried,Healthcare,68976.0,721.0,11.55,21.36,41.45,30663.0,0.1121,0
843,50,North,Salaried,Healthcare,80691.0,675.0,56.27,30.2,64.74,148552.0,0.5655,0
844,60,West,Salaried,IT,60669.0,774.0,14.93,20.95,85.61,107262.0,0.1369,0
