Technique,Dev_Count,Mon_Count,Dev_Pct,Mon_Pct,x_dev,x_mon,PSI,Dev_BR,Mon_BR,Delta_BR,br_pvalue,Dev_AUC,Mon_AUC,Delta_AUC,Dev_Gini,Mon_Gini,Delta_Gini,Dev_KS,Mon_KS,Delta_KS,score_shift_pvalue,Dev_EAD,Mon_EAD,Dev_Exposure_Pct,Mon_Exposure_Pct,Exposure_Drift,mean_feature_psi,mean_shap_shift,Calibration_Drift,Root_Cause_Feature,Root_Cause_PSI,Root_Cause_Score,feature_drift_details,Top_SHAP_Feature,Top_SHAP_PSI,Leaf_ID,Segment_Definition,BadRate_pvalue_adj,ScoreShift_pvalue_adj,Statistically_Significant,Business_Impact_Score,SIS_Raw,DIS_Raw,Confidence_Score,PSI_Interpretation,Severity_Score,Portfolio_Impact_Score,Drift_Explanation,Rank,BR_PValue,Score_Shift_PValue,Cluster_ID,Rule_Precision,Rule_Recall,Feature,Bin_Type,Dev_Calibration_Intercept,Mon_Calibration_Intercept,Dev_Calibration_Slope,Mon_Calibration_Slope,Delta_Calibration_Slope,Dev_ECE,Mon_ECE,Delta_ECE,Mon_Default_Count,gini_ci_low,gini_ci_high,gini_p,ks_ci_low,ks_ci_high,ks_p,auc_ci_low,auc_ci_high,auc_p,br_ci_low,br_ci_high,br_p,ece_ci_low,ece_ci_high,ece_p,abs_delta_br,abs_delta_ece,gini_score,ks_score,auc_score,br_score,ece_score,Deterioration_Score,gini_p_adj,ks_p_adj,auc_p_adj,br_p_adj,ece_p_adj,min_p_adj,Significant,Tree_Idx
AutoSlicer,252655,206350,0.252655,0.20635,54496.0,45443.0,0.009374501221586075,0.2156933367635709,0.22022292221952994,0.004529585455959051,0.0002164914350422098,0.7234825760422992,0.647650484653369,-0.0758320913889301,0.4469651520845983,0.2953009693067381,-0.1516641827778602,0.44687602481991767,0.29570483608809656,-0.15117118873182112,0.0,37303664562.0,35462298493.0,0.23798199293348124,0.13794842189059106,-0.10003357104289018,0.08871375239840015,0.06055452549173715,-0.07947964586663181,region,0.18091803957795147,0.621039,"[{""feature"": ""region"", ""psi"": 0.18091803957795147}, {""feature"": ""income"", ""psi"": 0.12398090964352428}, {""feature"": ""occupation"", ""psi"": 0.044067820422028496}, {""feature"": ""age"", ""psi"": 0.005888239950096335}]",shap_age,16.946407192281924,,36 <= age < 46,0.0002164914350422098,0.0,True,0.033,0.002159,0.0,1.0,Population Share: Stable,12.4208,0.031296,"Gini drop 0.1517 (Dev 0.4470 -> Mon 0.2953) | KS drop 0.1512 (Dev 0.4469 -> Mon 0.2957) | Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoSlicer,79400,274000,0.0794,0.274,57215.0,42590.0,0.2410373470410672,0.7205919395465995,0.15543795620437956,-0.5651539833422199,0.0,0.5001672709592465,0.4989768927726356,-0.0011903781866108853,0.0003345419184930254,-0.0020462144547287453,-0.0023807563732217707,0.006148801821045546,0.004303343918387381,-0.0018454579026581652,0.5386828997054317,14692709422.0,102764829928.0,0.09373342568070289,0.3997554224304122,0.3060219967497093,8.461987448387607e-05,0.1175,-0.7290654978041706,income,0.00026842850786024434,0.346628,"[{""feature"": ""income"", ""psi"": 0.00026842850786024434}, {""feature"": ""age"", ""psi"": 4.2617604049611554e-05}, {""feature"": ""region"", ""psi"": 2.743338602564837e-05}, {""feature"": ""occupation"", ""psi"": 0.0}]",shap_age,51.4341581464781,,occupation = SelfEmp,0.0,0.6105072863328226,True,0.1362,0.00013,9.3e-05,1.0,Population Share: Moderate Drift,6.9326,0.000652,"Population shift (Dev 7.9% -> Mon 27.4%, PSI 0.2410) | Significant bad-rate shift (Dev 72.06% -> Mon 15.54%, p_adj=0.0000)",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoSlicer,40556,28635,0.040556,0.028635,6753.0,5252.0,0.004149151605783837,0.16651050399447678,0.18341190850357952,0.01690140450910274,7.370255294958383e-09,0.6541629024564981,0.6379234069028804,-0.0162394955536177,0.3083258049129962,0.2758468138057608,-0.0324789911072354,0.3088887394470638,0.26269318076590686,-0.046195558681156934,5.895948448173571e-273,6027059705.0,4658105754.0,0.0384501548833378,0.01812004199024556,-0.02033011289309224,0.05380512706828445,0.03854545584922054,-0.02130359130298981,region,0.12995744305688522,0.168001,"[{""feature"": ""region"", ""psi"": 0.12995744305688522}, {""feature"": ""income"", ""psi"": 0.06672581509680608}, {""feature"": ""occupation"", ""psi"": 0.018440440100910834}, {""feature"": ""age"", ""psi"": 9.68100185356495e-05}]",shap_age,0.1287793484596019,,"age < 36 AND 60,810 <= income < 91,458.5",8.640988966502932e-09,1.0550644591468496e-272,True,0.0005,8e-06,0.0,1.0,Population Share: Stable,3.36,0.00093,Segment performance stable,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoSlicer,66303,46681,0.066303,0.046681,10546.0,8277.0,0.006885318895925228,0.15905765953275117,0.17730982626764635,0.018252166734895187,4.440892098500626e-16,0.6473057050908109,0.6263358436558897,-0.02096986143492119,0.29461141018162174,0.25267168731177936,-0.04193972286984238,0.2971326693853375,0.24927297301762832,-0.047859696367709176,0.0,9857985257.0,7547981041.0,0.0628898797293913,0.029361663437342686,-0.03352821629204861,0.04706314818202906,0.035688798927896115,-0.009675328767492886,region,0.11892906096616887,0.152911,"[{""feature"": ""region"", ""psi"": 0.11892906096616887}, {""feature"": ""income"", ""psi"": 0.05090672631384064}, {""feature"": ""occupation"", ""psi"": 0.015927914434458984}, {""feature"": ""age"", ""psi"": 0.0024888910136477297}]",shap_age,0.11816332159989905,,"36 <= age < 46 AND 60,810 <= income < 91,458.5",6.564797015174838e-16,0.0,True,0.0014,2.9e-05,0.0,1.0,Population Share: Stable,3.0582,0.001958,Segment performance stable,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoSlicer,129177,88629,0.129177,0.088629,20081.0,15218.0,0.015275422556632534,0.15545337018199834,0.17170452109354725,0.01625115091154891,0.0,0.6291849716501801,0.6178824666534353,-0.011302504996744789,0.2583699433003601,0.23576493330687054,-0.022605009993489578,0.262581511695847,0.2355531953467958,-0.027028316349051174,0.0,19238436380.0,14190172236.0,0.12273328865658559,0.055199802311129906,-0.06753348634545568,0.04188973330394057,0.03165554957207864,-0.00848052343921879,region,0.10694793847727779,0.140759,"[{""feature"": ""region"", ""psi"": 0.10694793847727779}, {""feature"": ""income"", ""psi"": 0.04237196139748754}, {""feature"": ""age"", ""psi"": 0.018239033340996937}, {""feature"": ""occupation"", ""psi"": 0.0}]",shap_region,6.9938734555638735,,"60,810 <= income < 91,458.5 AND occupation = Salaried",0.0,0.0,True,0.0051,5.5e-05,0.0,1.0,Population Share: Stable,2.8152,0.002003,Segment performance stable,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoSlicer,146461,136177,0.146461,0.136177,22132.0,28756.0,0.0007487129553086082,0.15111190009627137,0.21116634967725828,0.06005444958098691,0.0,0.5960465306047701,0.6155937145625004,0.019547183957730363,0.19209306120954017,0.2311874291250009,0.039094367915460726,0.1544285575320753,0.18945810379597627,0.03502954626390098,0.0,24948305185.0,43254719476.0,0.15915989643245612,0.16826095725893914,0.009101060826483015,0.037161557499546014,0.038696779522863906,0.07174406498275121,region,0.09151498251055988,0.130447,"[{""feature"": ""region"", ""psi"": 0.09151498251055988}, {""feature"": ""income"", ""psi"": 0.05707469974608338}, {""feature"": ""age"", ""psi"": 5.654774154078089e-05}, {""feature"": ""occupation"", ""psi"": 0.0}]",shap_occupation,16.93756796115972,,age >= 58 AND occupation = Business,0.0,0.0,True,0.0229,0.0,0.0,1.0,Population Share: Stable,2.6089,0.005324,"Significant bad-rate shift (Dev 15.11% -> Mon 21.12%, p_adj=0.0000)",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoSlicer,81873,73164,0.081873,0.073164,12047.0,14933.0,0.0009794643862486045,0.14714252561894642,0.20410311081952873,0.05696058520058231,0.0,0.586047306942775,0.6173603305574721,0.03131302361469712,0.17209461388554992,0.23472066111494416,0.06262604722939424,0.13911368573983657,0.19154215832947263,0.052428472589636066,0.0,13724207674.0,22162193511.0,0.08755478401493506,0.086210983224334,-0.001343800790601063,0.038766058729579174,0.03504054657224721,0.06956332078811378,occupation,0.07737219091480632,0.129287,"[{""feature"": ""occupation"", ""psi"": 0.07737219091480632}, {""feature"": ""region"", ""psi"": 0.07711335437116802}, {""feature"": ""age"", ""psi"": 0.0003406967655372195}, {""feature"": ""income"", ""psi"": 0.00023799286680512835}]",shap_occupation,14.83348752721799,,"age >= 58 AND 91,458.5 <= income < 120,806",0.0,0.0,True,0.0063,0.0,0.0,1.0,Population Share: Stable,2.5857,0.004582,"Significant bad-rate shift (Dev 14.71% -> Mon 20.41%, p_adj=0.0000) | Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoSlicer,82336,72502,0.082336,0.072502,12144.0,14650.0,0.001250828632246565,0.14749319860085502,0.20206339135472126,0.05457019275386624,0.0,0.5883975649286295,0.6183476914966495,0.029950126568019986,0.17679512985725898,0.23669538299329895,0.05990025313603997,0.14200765121407632,0.19384589699171173,0.051838245777635406,0.0,13789432382.0,21952008820.0,0.08797089074816353,0.08539336429772283,-0.0025775264504406953,0.03777408496680492,0.034918598203927495,0.06571300816981196,region,0.07716493600301669,0.126963,"[{""feature"": ""region"", ""psi"": 0.07716493600301669}, {""feature"": ""occupation"", ""psi"": 0.07319753860776998}, {""feature"": ""income"", ""psi"": 0.0004635455112828332}, {""feature"": ""age"", ""psi"": 0.00027031974515017516}]",shap_occupation,14.789256216776911,,"age >= 58 AND income >= 120,806",0.0,0.0,True,0.0062,0.0,0.0,1.0,Population Share: Stable,2.5393,0.004343,"Significant bad-rate shift (Dev 14.75% -> Mon 20.21%, p_adj=0.0000) | Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoSlicer,138011,122929,0.138011,0.122929,20037.0,24896.0,0.001745386155865023,0.14518407952989254,0.2025234078207746,0.05733932829088206,0.0,0.5868006412017606,0.6185713955916475,0.03177075438988697,0.17360128240352113,0.23714279118329507,0.06354150877977394,0.13929681459940096,0.19359119925240542,0.05429438465300446,0.0,23143401866.0,37040021546.0,0.1476453577416534,0.14408576815946636,-0.0035595895821870505,0.036584838711328525,0.03465687342512628,0.07312015162757268,region,0.07831702407841179,0.124029,"[{""feature"": ""region"", ""psi"": 0.07831702407841179}, {""feature"": ""age"", ""psi"": 0.06795423057344749}, {""feature"": ""income"", ""psi"": 6.810019345483424e-05}, {""feature"": ""occupation"", ""psi"": 0.0}]",shap_occupation,14.981469562331196,,"91,458.5 <= income < 120,806 AND occupation = Business",0.0,0.0,True,0.0177,0.0,0.0,1.0,Population Share: Stable,2.4806,0.007811,"Significant bad-rate shift (Dev 14.52% -> Mon 20.25%, p_adj=0.0000) | Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature Binning,120280,304946,0.12028,0.304946,,,0.17179706109575132,0.6345277685400732,0.20642671161451537,-0.42810105692555783,,0.5622403310647834,0.4273505293256164,-0.13488980173916704,0.12448066212956688,-0.1452989413487672,-0.2697796034783341,0.081596627457584,0.0923385306309551,0.010741903173371092,,19707610526.0,99406114088.0,0.1257264261836607,0.38669001016452675,0.26096358398086605,0.11717643485542364,0.12174735679567539,2.293832651960291,income,0.17179706109575132,1.0,"[{""feature"": ""region"", ""psi"": 0.15619642283146407}, {""feature"": ""age"", ""psi"": 0.15617173242000784}, {""feature"": ""occupation"", ""psi"": 0.15613716373690398}, {""feature"": ""income"", ""psi"": 0.0002004204333187019}]",shap_age,50.67164655366391,,29987.5 < income <= 49999.5,,,,0.38669001016452675,0.015906147666615394,0.01076095406157541,1.0,Moderate Drift,19.999999999999996,,,1,,,,,,income,numeric,-1.303724359792395,0.9901082921678959,2.55700675618355,-3.156408447481581,-5.7134152036651304,0.0938375583813996,0.5405085467188503,0.44667098833745067,62949.0,-0.2789970140917517,-0.2630249644847997,0.0,0.005615861276717503,0.016237673471302217,0.0,-0.13949850704587585,-0.13151248224239984,0.0,-0.4313394332767222,-0.42496437157258987,0.0,0.4434694497958425,0.4501491871634176,0.0,0.42810105692555783,0.44667098833745067,1.0,0.29837746406316495,1.0,0.7499903808604567,0.8081775107754263,0.7713090711398095,0.0,0.0,0.0,0.0,0.0,0.0,True,
Feature Binning,311306,260258,0.311306,0.260258,,,0.009142845072898411,0.2232080332534548,0.22525724473407158,0.002049211480616764,,0.7280159197629035,0.6464502364209026,-0.08156568334200087,0.45603183952580695,0.2929004728418052,-0.16313136668400174,0.4577300389249736,0.29240533770971106,-0.16532470121526255,,45934522224.0,45035753473.0,0.29304330477093266,0.17518918356294305,-0.1178541212079896,0.09295567650720674,0.06352781052171241,0.7264562847775409,age,0.009142845072898411,0.318747,"[{""feature"": ""region"", ""psi"": 0.18998707839803755}, {""feature"": ""income"", ""psi"": 0.13160951072364938}, {""feature"": ""occupation"", ""psi"": 0.05011601022907573}, {""feature"": ""age"", ""psi"": 0.00011010667806426403}]",shap_age,18.242674473296226,,29.5 < age <= 41.5,,,,0.17518918356294305,0.0037189372943456874,0.0,0.9823999999999999,Stable,6.374930683295553,,,2,,,,,,age,numeric,-3.294713094691948,-2.568256809914407,4.650668118484429,2.6413042703279075,-2.0093638481565215,0.17157316057220479,0.2475485276518299,0.07597536707962513,58625.0,-0.1708470557844967,-0.15684220897222126,0.0,-0.17122024397754135,-0.16113350135389853,0.0,-0.08542352789224834,-0.07842110448611063,0.0,-0.0002307016222944414,0.00457222908753311,0.08,0.07362453301651593,0.0780619295103466,0.0,0.002049211480616764,0.07597536707962513,0.7159482364572765,0.9837736594727037,0.7159482364572765,0.002549149548433475,0.12643583213847404,0.5089310228148328,0.0,0.0,0.0,0.088,0.0,0.0,True,
Feature Binning,77838,64573,0.077838,0.064573,,,0.002478344746607371,0.22544258588350163,0.22603874684465644,0.0005961609611548069,,0.730951472563107,0.6487145048629741,-0.08223696770013289,0.461902945126214,0.2974290097259482,-0.16447393540026578,0.46049396611764365,0.2976968802744357,-0.16279708584320796,,11454031844.0,11189317606.0,0.07307199861901538,0.04352647096704664,-0.029545527651968738,0.09084474690125793,0.06334227608547871,0.7310273186919316,age,0.002478344746607371,0.238168,"[{""feature"": ""region"", ""psi"": 0.18651960982547697}, {""feature"": ""income"", ""psi"": 0.13112695508005026}, {""feature"": ""occupation"", ""psi"": 0.04569535704203359}, {""feature"": ""age"", ""psi"": 3.706565747091325e-05}]",shap_age,17.36103810102056,,41.5 < age <= 44.5,,,,0.04352647096704664,0.00023113808406669955,0.0,0.8640000000000001,Stable,4.763357941466722,,,3,,,,,,age,numeric,-3.320883967964394,-2.589856649272462,4.7157487674,2.6899197821974195,-2.0258289852025806,0.17139822594598497,0.24677685072258732,0.07537862477660234,14596.0,-0.1783664598380563,-0.15237706528881206,0.0,-0.17344706863786727,-0.15308715558810743,0.0,-0.08918322991902815,-0.07618853264440603,0.0,-0.0026072860522646213,0.00518086949481425,0.68,0.07093907564584084,0.0790259031824767,0.0,0.0005961609611548069,0.07537862477660234,0.7195240950274235,0.9739340992365052,0.7195240950274235,0.0,0.12533837083586674,0.5076641320254438,0.0,0.0,0.0,0.68,0.0,0.0,True,
Feature Binning,158224,134280,0.158224,0.13428,,,0.003928841145587932,0.2304264839720902,0.2286937742031576,-0.001732709768932611,,0.7307841885882049,0.64474787059784,-0.08603631799036493,0.46156837717640986,0.28949574119568,-0.17207263598072986,0.4597637777669408,0.2902708061448259,-0.16949297162211485,,23313046788.0,23344197704.0,0.14872762236907372,0.09080898222669978,-0.05791864014237394,0.07854949810535021,0.06508624268722257,0.7222914703940448,income,0.003928841145587932,0.237322,"[{""feature"": ""region"", ""psi"": 0.19127244380324734}, {""feature"": ""age"", ""psi"": 0.07035188884772287}, {""feature"": ""occupation"", ""psi"": 0.05249695520884244}, {""feature"": ""income"", ""psi"": 7.670456158822834e-05}]",shap_age,11.33391846180545,,49999.5 < income <= 65001.5,,,,0.09080898222669978,0.0010491122468778036,0.0,0.9580952380952381,Stable,4.746440798585907,,,4,,,,,,income,numeric,-3.2802627761910967,-2.557971305797052,4.649956390781213,2.628445025510448,-2.021511365270765,0.17063044930878327,0.25069296799791785,0.08006251868913458,30709.0,-0.18101826075185753,-0.1629337621297956,0.0,-0.17638162299683957,-0.16348185170003265,0.0,-0.09050913037592877,-0.0814668810648978,0.0,-0.0040970067966673036,0.0014041054355415266,0.2,0.07784957632449127,0.08421415923756477,0.0,0.001732709768932611,0.08006251868913458,0.7397628196926648,1.0,0.7397628196926648,0.001993896868219142,0.13395246152205317,0.5230943995551203,0.0,0.0,0.0,0.20952380952380953,0.0,0.0,True,
Feature Binning,79400,274000,0.0794,0.274,,,0.2410373470410672,0.7205919395465995,0.15543795620437956,-0.5651539833422199,,0.5001672709592465,0.4989768927726356,-0.0011903781866108853,0.0003345419184930254,-0.0020462144547287453,-0.0023807563732217707,0.006148801821045546,0.004303343918387381,-0.0018454579026581652,,14692709422.0,102764829928.0,0.09373342568070289,0.3997554224304122,0.3060219967497093,8.461987448387607e-05,0.1175,-2.604376254156674,occupation,0.2410373470410672,0.150292,"[{""feature"": ""income"", ""psi"": 0.00026842850786024434}, {""feature"": ""age"", ""psi"": 4.2617604049611554e-05}, {""feature"": ""region"", ""psi"": 2.743338602564837e-05}, {""feature"": ""occupation"", ""psi"": 0.0}]",shap_age,51.4341581464781,,occupation = SelfEmp,,,,0.3997554224304122,0.00013038567694631962,9.261021824193942e-05,0.5280000000000001,Moderate Drift,3.0058332118736892,,,5,,,,,,occupation,categorical,0.9476482712923276,-1.6567279828643466,0.00016828342214184056,-0.04623299583296442,-0.04640127925510626,0.07261271550078566,0.6195110094664595,0.5468982939656739,42590.0,-0.012425513658251997,0.005447003131053939,0.8,-0.007879093416896486,0.0010940082651214606,0.16,-0.006212756829125999,0.0027235015655269696,0.8,-0.5675022348268952,-0.562471161448087,0.0,0.5430527385785239,0.5505907683582842,0.0,0.5651539833422199,0.5468982939656739,0.2877977510685412,0.34737783765311264,0.2877977510685412,0.9904282739736888,0.9925042944379711,0.581181181640371,0.9599999999999999,0.44,0.9599999999999999,0.0,0.0,0.0,True,
Feature Binning,27892,95799,0.027892,0.095799,,,0.08379128507885922,0.7177326832066543,0.15682835937744652,-0.5609043238292077,,0.49873707238380116,0.49373288058409137,-0.0050041917997097896,-0.002525855232397678,-0.012534238831817257,-0.010008383599419579,0.012495813468504313,0.013948987098822085,0.0014531736303177722,,5158367933.0,35929739475.0,0.0329082596949474,0.1397667683750023,0.10685850868005489,0.0001395766248914248,0.11750000000000002,-2.432960196764978,region,0.08379128507885922,0.147733,"[{""feature"": ""income"", ""psi"": 0.0004341093888095136}, {""feature"": ""age"", ""psi"": 0.00012403577698375998}, {""feature"": ""region"", ""psi"": 1.6133377242562662e-07}, {""feature"": ""occupation"", ""psi"": 0.0}]",shap_age,49.337123824144214,,"region IN (Goa, Gujarat)",,,,0.1397667683750023,6.70037093897649e-05,4.75021239270793e-05,0.5968000000000001,Stable,2.9546657006487598,,,6,,,,,,region,categorical,0.9824763776740941,-1.4504838190908842,-0.06333091239875681,-0.2989955520821441,-0.2356646396833873,0.07482418017244039,0.6181229677539553,0.5432987875815148,15024.0,-0.02267860629444653,0.0061049447108647206,0.24,-0.01127971520400858,0.00900748239317057,0.96,-0.011339303147223265,0.0030524723554323603,0.24,-0.5686749197717673,-0.5550453822018393,0.0,0.5392304440719355,0.5481198213704395,0.0,0.5609043238292077,0.5432987875815148,0.3081135202774244,0.3345368476731548,0.3081135202774244,0.9829729119725092,0.9858844872865552,0.5839242574974136,0.5279999999999999,0.9599999999999999,0.5279999999999999,0.0,0.0,0.0,True,
Feature Binning,15683,54595,0.015683,0.054595,,,0.048537466113968336,0.7219282025122744,0.1552889458741643,-0.5666392566381101,,0.5074703431326979,0.4962837017877997,-0.011186641344898218,0.014940686265395797,-0.007432596424400639,-0.022373282689796437,0.019228260187565294,0.013168394737483269,-0.006059865450082025,,2902483429.0,20481576272.0,0.018516647064038234,0.07967337833761365,0.06115673127357542,0.00024063135864281908,0.11749999999999994,-2.15313454756189,income,0.048537466113968336,0.147145,"[{""feature"": ""income"", ""psi"": 0.0006538082754942504}, {""feature"": ""region"", ""psi"": 0.0001937403980118807}, {""feature"": ""age"", ""psi"": 0.00011497676106514521}, {""feature"": ""occupation"", ""psi"": 0.0}]",shap_age,48.19905129078781,,income <= 29987.5,,,,0.07967337833761365,4.8659295560138975e-05,3.4689735829141216e-05,0.78,Stable,2.942899723886425,,,7,,,,,,income,numeric,0.5958053345782247,-1.5573292129836653,0.4620872546401117,-0.17604926993046013,-0.6381365245705718,0.06874705412058063,0.619721122411271,0.5509740682906903,8478.0,-0.039449305117128325,0.00023538591587579216,0.08,-0.01779130909845748,0.008628929360874803,0.44,-0.019724652558564162,0.00011769295793789608,0.08,-0.5754004725410827,-0.5588272522742681,0.0,0.5447924944433787,0.5556878493880518,0.0,0.5666392566381101,0.5509740682906903,0.34104675478952107,0.3637837819202813,0.34104675478952107,0.9930339533363863,1.0,0.607782248967142,0.22,0.6599999999999999,0.22,0.0,0.0,0.0,True,
Feature Binning,17499,60680,0.017499,0.06068,,,0.05369429612141638,0.7270701182924738,0.1564601186552406,-0.5706099996372332,,0.49880824581920846,0.49546913423824923,-0.003339111580959231,-0.0023835083615830754,-0.009061731523501537,-0.006678223161918462,0.013836424518252621,0.011798274278952636,-0.002038150239299985,,3236658496.0,22742572786.0,0.0206485461513561,0.08846865992569218,0.06782011377433608,0.00028873963386832587,0.11749999999999995,-2.5511920006717403,age,0.05369429612141638,0.145939,"[{""feature"": ""income"", ""psi"": 0.000721461833430912}, {""feature"": ""region"", ""psi"": 0.00043349670204239146}, {""feature"": ""age"", ""psi"": 0.0}, {""feature"": ""occupation"", ""psi"": 0.0}]",shap_region,48.41428955605087,,25.5 < age <= 27.5,,,,0.08846865992569218,1.792528018888803e-05,1.2759641025299427e-05,0.516,Stable,2.9187894928912366,,,8,,,,,,age,numeric,1.0323829962257893,-1.5188090044459508,-0.06739558971176896,-0.2143520382825629,-0.14695644857079396,0.0710116566509713,0.6183527449086641,0.5473410882576928,9494.0,-0.033196337143449405,0.014722407932951634,0.48,-0.01725856300168897,0.008352050717843435,0.48,-0.016598168571724702,0.007361203966475817,0.48,-0.5778933701334398,-0.5622074895710211,0.0,0.54093365294236,0.553074114673549,0.0,0.5706099996372332,0.5473410882576928,0.29924381953425494,0.34812795488787995,0.29924381953425494,1.0,0.9933186318798527,0.5879868451672485,0.8799999999999999,0.6599999999999999,0.8799999999999999,0.0,0.0,0.0,True,
Feature Binning,44092,152092,0.044092,0.152092,,,0.13372638200696538,0.7201306359430282,0.1552349893485522,-0.564895646594476,,0.5015156053417225,0.5010302641140463,-0.0004853412276761837,0.003031210683444918,0.0020605282280925508,-0.0009706824553523674,0.00782222067048799,0.004180945823047316,-0.003641274847440673,,8153055075.0,57062458877.0,0.052013128415845565,0.22197309497106374,0.16995996655521817,9.450118689212383e-05,0.11749999999999997,-2.628105680357961,age,0.13372638200696538,0.145543,"[{""feature"": ""income"", ""psi"": 0.00030777923071585305}, {""feature"": ""age"", ""psi"": 4.201151092943757e-05}, {""feature"": ""region"", ""psi"": 2.821400592320468e-05}, {""feature"": ""occupation"", ""psi"": 0.0}]",shap_age,50.2572956312837,,age <= 25.5,,,,0.22197309497106374,1.6385280960386446e-05,1.1636230531517466e-05,0.5599999999999999,Moderate Drift,2.9108524112635696,,,9,,,,,,age,numeric,0.8933474213801899,-1.7347582589777713,0.06713586523763508,0.05246742417955487,-0.014668441058080212,0.07188428540540634,0.6198174418818545,0.5479331564764481,23610.0,-0.013881635454465089,0.006988352958001973,0.68,-0.010277448086212617,0.000558397845763668,0.16,-0.006940817727232544,0.0034941764790009863,0.68,-0.5681472102581694,-0.5604690222757952,0.0,0.5441949620444267,0.552064851850202,0.0,0.564895646594476,0.5479331564764481,0.28404209607474307,0.35436863585632583,0.28404209607474307,0.9899750626124632,0.9944074971325692,0.5813670775501689,0.88,0.44,0.88,0.0,0.0,0.0,True,
Feature Binning,17809,61228,0.017809,0.061228,,,0.05361815148454568,0.715368633836824,0.15492911739726922,-0.5604395164395548,,0.49822217913980166,0.4973778006062989,-0.0008443785335027765,-0.003555641720396685,-0.005244398787402238,-0.001688757067005553,0.013262007839692919,0.013707014349965019,0.00044500651027210014,,3302995851.0,22959798265.0,0.02107175111350123,0.08931366753365624,0.06824191642015501,0.00022494377903517593,0.11749999999999992,-2.5883553768382948,age,0.05361815148454568,0.145273,"[{""feature"": ""income"", ""psi"": 0.0008566989680012793}, {""feature"": ""region"", ""psi"": 4.3076148139424405e-05}, {""feature"": ""age"", ""psi"": 0.0}, {""feature"": ""occupation"", ""psi"": 0.0}]",shap_age,48.44084021398445,,27.5 < age <= 29.5,,,,0.08931366753365624,4.617481676387166e-06,3.2751606304928717e-06,0.46933333333333344,Stable,2.9054661628038585,,,10,,,,,,age,numeric,0.9874402335834924,-1.600915143254802,-0.08482967583598888,-0.12333563549294309,-0.038505959656954206,0.07769918553482388,0.6198977210109288,0.5421985354761049,9486.0,-0.024547562289260173,0.018171337435802633,0.96,-0.014483278515396379,0.006185708295183943,0.6,-0.012273781144630087,0.009085668717901316,0.96,-0.5672852213362874,-0.5569030408358933,0.0,0.5365790287231451,0.5501776209623157,0.0,0.5604395164395548,0.5421985354761049,0.28595464864875975,0.3384614642170796,0.28595464864875975,0.9821574802090761,0.9838610274066654,0.5752778538260681,0.9599999999999999,0.7333333333333333,0.9599999999999999,0.0,0.0,0.0,True,
Feature Binning,51508,178201,0.051508,0.178201,,,0.157248183170453,0.7221402500582433,0.15469048995235718,-0.5674497601058861,,0.50095770604327,0.5018201387085031,0.0008624326652331149,0.0019154120865398916,0.0036402774170061214,0.0017248653304662298,0.006103505542918608,0.007534387769326245,0.001430882226407637,,9534341489.0,66835090453.0,0.06082516598575549,0.2599886540554099,0.1991634880696544,0.0001123300538404961,0.11749999999999998,-2.6938257104530687,region,0.157248183170453,0.144888,"[{""feature"": ""income"", ""psi"": 0.00031956079548582016}, {""feature"": ""age"", ""psi"": 0.00010609680832071659}, {""feature"": ""region"", ""psi"": 2.3662611555447652e-05}, {""feature"": ""occupation"", ""psi"": 0.0}]",shap_age,50.571180932884324,,"region IN (Madhya Pradesh, Chhattisgarh, Maharashtra)",,,,0.2599886540554099,0.0,0.0,0.46933333333333344,Moderate Drift,2.8977623557106447,,,11,,,,,,region,categorical,0.9254865652526834,-1.7683391452003854,0.038670560707835554,0.0904320687712755,0.05176150806343995,0.07150329713693453,0.6202572062218996,0.5487539090849651,27566.0,-0.009259233973093972,0.01267872573620249,0.88,-0.007572815611090978,0.004574385555790738,0.6,-0.004629616986546986,0.006339362868101245,0.88,-0.5720945884690067,-0.562341677580477,0.0,0.5450872502800621,0.552483457176221,0.0,0.5674497601058861,0.5487539090849651,0.27686265152610007,0.3346236241716475,0.27686265152610007,0.9944558547233043,0.995916932985028,0.5757443429864361,0.9599999999999999,0.7333333333333333,0.9599999999999999,0.0,0.0,0.0,True,
